   TaxiA    TaxiB
20000159 20000280
20000403 20000640
20000007 20000640
20000081 20000589
20000076 20000245
20000477 20000589
20000388 20000517
20000138 20000342
20000060 20000651
20000041 20000409
20000189 20000307
20000381 20000477
20000383 20000523
20000075 20000178
20000171 20000640
20000305 20000640
20000017 20000173
20000068 20000138
20000073 20000482
20000486 20000651
20000260 20000308
20000370 20000476
20000502 20000595
20000199 20000594
20000235 20000251
20000663 20000698
20000105 20000178
20000027 20000487
20000013 20000589
20000140 20000364
20000158 20000189
20000254 20000651
20000328 20000600
20000388 20000651
20000138 20000476
20000251 20000353
20000041 20000543
20000569 20000662
20000206 20000610
20000173 20000662
20000307 20000662
20000381 20000611
20000255 20000472
20000057 20000487
20000038 20000245
20000304 20000364
20000015 20000261
20000020 20000605
20000094 20000554
20000042 20000364
20000207 20000431
20000267 20000482
20000432 20000549
20000058 20000308
20000068 20000272
20000021 20000426
20000038 20000595
20000167 20000251
20000356 20000904
20000111 20000319
20000450 20000539
20000161 20000436
20000188 20000539
20000009 20000042
20000334 20000364
20000487 20000606
20000311 20000380
20000297 20000482
20000338 20000483
20000121 20000256
20000332 20000668
20000144 20000617
20000177 20000565
20000389 20000421
20000520 20000904
20000542 20000663
20000105 20000662
20000258 20000904
20000201 20000370
20000215 20000268
20000174 20000267
20000344 20000678
20000251 20000487
20000044 20000386
20000517 20000606
20000154 20000554
20000618 20000658
20000002 20000160
20000345 20000499
20000436 20000617
20000496 20000668
20000570 20000617
20000229 20000324
20000077 20000684
20000154 20000904
20000572 20000663
20000288 20000904
20000324 20000561
20000305 20000319
20000112 20000678
20000107 20000334
20000547 20000606
20000109 20000380
20000625 20000674
20000014 20000520
20000160 20000345
20000600 20000617
20000199 20000273
20000338 20000617
20000085 20000171
20000451 20000494
20000577 20000633
20000046 20000216
20000013 20000268
20000092 20000561
20000142 20000678
20000440 20000520
20000393 20000674
20000157 20000397
20000190 20000345
20000055 20000120
20000041 20000222
20000607 20000633
20000192 20000391
20000307 20000341
20000345 20000633
20000057 20000166
20000320 20000576
20000099 20000577
20000171 20000453
20000074 20000520
20000187 20000397
20000321 20000397
20000273 20000356
20000011 20000356
20000391 20000577
20000129 20000577
20000005 20000541
20000008 20000058
20000101 20000249
20000140 20000177
20000205 20000572
20000351 20000397
20000163 20000346
20000446 20000634
20000041 20000356
20000120 20000649
20000154 20000233
20000381 20000424
20000356 20000367
20000042 20000177
20000261 20000480
20000610 20000634
20000073 20000429
20000224 20000598
20000010 20000080
20000015 20000424
20000502 20000542
20000188 20000352
20000256 20000486
20000242 20000588
20000376 20000588
20000068 20000435
20000027 20000434
20000140 20000311
20000163 20000480
20000254 20000598
20000157 20000665
20000008 20000542
20000307 20000609
20000024 20000486
20000158 20000486
20000304 20000311
20000001 20000502
20000042 20000311
20000548 20000671
20000152 20000671
20000095 20000137
20000174 20000430
20000151 20000446
20000665 20000667
20000038 20000542
20000186 20000440
20000450 20000486
20000012 20000260
20000146 20000260
20000578 20000671
20000239 20000451
20000338 20000430
20000054 20000671
20000107 20000497
20000065 20000271
20000013 20000081
20000216 20000440
20000487 20000903
20000022 20000574
20000008 20000676
20000066 20000092
20000443 20000604
20000217 20000261
20000649 20000672
20000360 20000569
20000346 20000671
20000387 20000672
20000002 20000107
20000120 20000328
20000285 20000395
20000364 20000688
20000345 20000446
20000271 20000497
20000004 20000153
20000320 20000389
20000347 20000492
20000549 20000626
20000516 20000678
20000153 20000626
20000514 20000605
20000373 20000400
20000452 20000693
20000326 20000554
20000037 20000451
20000073 20000108
20000340 20000452
20000450 20000620
20000431 20000570
20000109 20000327
20000229 20000621
20000353 20000687
20000048 20000051
20000305 20000616
20000167 20000682
20000406 20000698
20000010 20000698
20000027 20000113
20000144 20000698
20000546 20000678
20000331 20000524
20000009 20000473
20000482 20000693
20000108 20000452
20000180 20000328
20000393 20000621
20000085 20000468
20000424 20000688
20000157 20000344
20000310 20000586
20000217 20000395
20000597 20000616
20000308 20000513
20000423 20000463
20000483 20000514
20000046 20000513
20000574 20000632
20000173 20000288
20000285 20000529
20000023 20000529
20000018 20000185
20000136 20000406
20000576 20000678
20000020 20000231
20000099 20000524
20000116 20000693
20000460 20000503
20000250 20000693
20000497 20000570
20000340 20000586
20000321 20000344
20000051 20000483
20000073 20000242
20000453 20000463
20000513 20000514
20000243 20000653
20000604 20000632
20000075 20000288
20000166 20000406
20000391 20000524
20000492 20000576
20000129 20000524
20000013 20000349
20000279 20000468
20000009 20000607
20000081 20000483
20000273 20000653
20000611 20000648
20000423 20000597
20000060 20000545
20000483 20000648
20000101 20000546
20000003 20000011
20000233 20000473
20000057 20000247
20000136 20000540
20000177 20000541
20000001 20000315
20000080 20000608
20000118 20000900
20000036 20000309
20000041 20000653
20000058 20000068
20000137 20000361
20000527 20000546
20000513 20000648
20000131 20000546
20000356 20000664
20000010 20000027
20000089 20000320
20000014 20000146
20000129 20000658
20000049 20000140
20000065 20000084
20000543 20000648
20000235 20000495
20000276 20000304
20000386 20000664
20000520 20000664
20000119 20000320
20000160 20000321
20000258 20000664
20000022 20000387
20000101 20000680
20000481 20000901
20000104 20000197
20000178 20000900
20000172 20000331
20000177 20000675
20000046 20000192
20000325 20000546
20000055 20000685
20000137 20000495
20000154 20000664
20000591 20000665
20000250 20000372
20000329 20000665
20000040 20000562
20000093 20000388
20000074 20000146
20000131 20000680
20000326 20000367
20000042 20000608
20000111 20000213
20000109 20000140
20000243 20000332
20000229 20000434
20000380 20000603
20000012 20000207
20000305 20000429
20000470 20000496
20000126 20000686
20000260 20000686
20000621 20000665
20000280 20000372
20000359 20000665
20000331 20000337
20000675 20000901
20000334 20000608
20000012 20000557
20000468 20000608
20000160 20000455
20000674 20000676
20000273 20000332
20000311 20000624
20000049 20000624
20000085 20000281
20000118 20000229
20000308 20000326
20000046 20000326
20000004 20000100
20000389 20000665
20000114 20000460
20000039 20000286
20000099 20000337
20000116 20000506
20000190 20000455
20000250 20000506
20000341 20000624
20000074 20000280
20000189 20000230
20000213 20000624
20000419 20000692
20000004 20000450
20000320 20000686
20000075 20000101
20000113 20000393
20000280 20000506
20000395 20000456
20000472 20000676
20000109 20000624
20000546 20000625
20000279 20000281
20000296 20000450
20000026 20000589
20000007 20000347
20000160 20000589
20000199 20000517
20000066 20000173
20000484 20000686
20000289 20000410
20000005 20000651
20000022 20000066
20000101 20000359
20000178 20000579
20000173 20000235
20000159 20000337
20000403 20000697
20000007 20000697
20000576 20000625
20000254 20000574
20000055 20000364
20000464 20000569
20000514 20000686
20000154 20000343
20000131 20000359
20000243 20000600
20000356 20000477
20000094 20000477
20000075 20000235
20000171 20000697
20000166 20000353
20000281 20000303
20000305 20000697
20000432 20000472
20000492 20000523
20000222 20000662
20000068 20000195
20000054 20000297
20000434 20000518
20000167 20000174
20000199 20000651
20000235 20000308
20000273 20000600
20000011 20000600
20000105 20000235
20000376 20000698
20000049 20000303
20000123 20000252
20000140 20000421
20000009 20000904
20000098 20000195
20000249 20000364
20000276 20000467
20000344 20000601
20000325 20000359
20000003 20000308
20000041 20000600
20000077 20000257
20000151 20000206
20000154 20000477
20000381 20000668
20000362 20000426
20000668 20000698
20000554 20000596
20000153 20000252
20000230 20000472
20000304 20000421
20000356 20000611
20000042 20000421
20000529 20000539
20000256 20000380
20000242 20000482
20000030 20000037
20000126 20000499
20000010 20000324
20000015 20000668
20000032 20000083
20000144 20000324
20000524 20000545
20000109 20000303
20000188 20000596
20000047 20000391
20000386 20000611
20000353 20000663
20000334 20000421
20000007 20000026
20000561 20000612
20000067 20000077
20000239 20000561
20000465 20000904
20000044 20000093
20000104 20000144
20000098 20000329
20000276 20000601
20000364 20000448
20000119 20000617
20000174 20000324
20000215 20000325
20000077 20000391
20000118 20000392
20000495 20000904
20000517 20000663
20000116 20000319
20000154 20000611
20000651 20000663
20000250 20000319
20000255 20000663
20000329 20000612
20000269 20000561
20000195 20000612
20000190 20000268
20000121 20000663
20000612 20000900
20000051 20000109
20000004 20000263
20000095 20000381
20000320 20000499
20000072 20000397
20000245 20000325
20000324 20000618
20000030 20000171
20000260 20000633
20000547 20000663
20000032 20000217
20000092 20000268
20000009 20000233
20000012 20000504
20000600 20000674
20000184 20000207
20000310 20000346
20000065 20000515
20000013 20000325
20000060 20000171
20000653 20000685
20000252 20000341
20000067 20000561
20000136 20000166
20000196 20000217
20000254 20000387
20000440 20000577
20000039 20000233
20000231 20000403
20000269 20000695
20000308 20000623
20000456 20000521
20000516 20000572
20000046 20000623
20000206 20000346
20000307 20000398
20000326 20000448
20000004 20000397
20000131 20000172
20000518 20000618
20000361 20000634
20000342 20000392
20000020 20000341
20000534 20000562
20000470 20000577
20000074 20000577
20000497 20000680
20000187 20000454
20000395 20000403
20000472 20000623
20000109 20000571
20000199 20000464
20000005 20000598
20000049 20000116
20000541 20000578
20000351 20000454
20000268 20000419
20000001 20000075
20000367 20000398
20000157 20000588
20000179 20000347
20000055 20000311
20000040 20000188
20000571 20000578
20000356 20000424
20000309 20000578
20000036 20000419
20000187 20000588
20000288 20000640
20000321 20000588
20000068 20000142
20000073 20000486
20000186 20000363
20000010 20000137
20000109 20000116
20000386 20000424
20000353 20000476
20000578 20000594
20000256 20000543
20000297 20000352
20000054 20000594
20000123 20000199
20000406 20000487
20000351 20000588
20000177 20000435
20000231 20000671
20000179 20000481
20000633 20000651
20000003 20000255
20000156 20000497
20000104 20000307
20000443 20000527
20000255 20000476
20000360 20000492
20000131 20000440
20000480 20000594
20000230 20000419
20000128 20000142
20000281 20000384
20000151 20000503
20000343 20000481
20000126 20000446
20000260 20000446
20000010 20000271
20000510 20000594
20000188 20000543
20000026 20000215
20000160 20000215
20000239 20000508
20000311 20000384
20000503 20000554
20000167 20000605
20000327 20000328
20000406 20000621
20000065 20000328
20000144 20000621
20000216 20000497
20000146 20000667
20000215 20000272
20000517 20000610
20000159 20000902
20000190 20000215
20000618 20000662
20000308 20000436
20000098 20000626
20000285 20000452
20000192 20000261
20000345 20000503
20000436 20000621
20000384 20000431
20000114 20000570
20000570 20000621
20000196 20000380
20000229 20000328
20000320 20000446
20000473 20000688
20000020 20000154
20000250 20000616
20000245 20000272
20000002 20000514
20000588 20000611
20000051 20000406
20000037 20000508
20000243 20000576
20000625 20000678
20000224 20000334
20000229 20000678
20000315 20000452
20000012 20000451
20000113 20000503
20000108 20000159
20000600 20000621
20000338 20000621
20000050 20000154
20000294 20000514
20000142 20000682
20000252 20000288
20000081 20000406
20000504 20000509
20000521 20000678
20000163 20000216
20000273 20000576
20000254 20000334
20000393 20000678
20000039 20000180
20000044 20000524
20000085 20000525
20000195 20000693
20000138 20000159
20000308 20000570
20000423 20000520
20000041 20000226
20000285 20000586
20000271 20000688
20000192 20000395
20000004 20000344
20000398 20000463
20000518 20000565
20000388 20000684
20000245 20000406
20000051 20000540
20000021 20000109
20000054 20000057
20000071 20000226
20000337 20000345
20000075 20000345
20000488 20000514
20000166 20000463
20000226 20000514
20000030 20000602
20000680 20000684
20000492 20000633
20000032 20000648
20000013 20000406
20000178 20000473
20000205 20000576
20000279 20000525
20000081 20000540
20000045 20000294
20000344 20000361
20000022 20000310
20000060 20000602
20000398 20000597
20000076 20000546
20000057 20000304
20000084 20000407
20000172 20000254
20000158 20000356
20000039 20000664
20000189 20000608
20000187 20000535
20000112 20000361
20000010 20000084
20000051 20000085
20000111 20000136
20000188 20000356
20000031 20000372
20000054 20000541
20000140 20000315
20000144 20000434
20000081 20000085
20000146 20000480
20000344 20000495
20000008 20000546
20000123 20000496
20000195 20000372
20000076 20000680
20000084 20000541
20000120 20000198
20000046 20000249
20000152 20000675
20000325 20000603
20000151 20000450
20000665 20000671
20000362 20000670
20000112 20000495
20000304 20000665
20000359 20000372
20000326 20000424
20000256 20000624
20000338 20000434
20000129 20000260
20000005 20000224
20000235 20000686
20000009 20000343
20000180 20000198
20000195 20000506
20000327 20000625
20000120 20000332
20000345 20000450
20000004 20000157
20000403 20000620
20000003 20000686
20000039 20000343
20000020 20000101
20000440 20000687
20000341 20000681
20000363 20000440
20000148 20000286
20000213 20000681
20000400 20000507
20000565 20000574
20000243 20000523
20000229 20000625
20000303 20000574
20000356 20000400
20000048 20000055
20000319 20000518
20000470 20000687
20000050 20000101
20000086 20000697
20000273 20000523
20000254 20000281
20000333 20000574
20000393 20000625
20000006 20000179
20000085 20000472
20000372 20000502
20000446 20000451
20000045 20000107
20000258 20000400
20000308 20000517
20000022 20000123
20000483 20000518
20000046 20000517
20000233 20000343
20000114 20000651
20000136 20000410
20000309 20000338
20000039 20000477
20000460 20000507
20000002 20000595
20000363 20000574
20000261 20000297
20000288 20000400
20000381 20000591
20000453 20000467
20000513 20000518
20000243 20000657
20000263 20000343
20000356 20000534
20000321 20000698
20000073 20000596
20000197 20000662
20000205 20000523
20000142 20000174
20000273 20000657
20000520 20000534
20000119 20000190
20000022 20000257
20000027 20000601
20000173 20000426
20000351 20000698
20000024 20000303
20000309 20000472
20000006 20000663
20000001 20000319
20000515 20000540
20000152 20000488
20000344 20000658
20000426 20000468
20000058 20000072
20000362 20000483
20000341 20000360
20000057 20000601
20000038 20000359
20000554 20000653
20000213 20000360
20000089 20000324
20000128 20000252
20000570 20000597
20000353 20000370
20000473 20000664
20000012 20000077
20000380 20000473
20000113 20000129
20000343 20000591
20000030 20000094
20000021 20000540
20000112 20000658
20000547 20000586
20000005 20000037
20000392 20000483
20000450 20000653
20000142 20000308
20000009 20000156
20000386 20000668
20000086 20000376
20000561 20000669
20000239 20000618
20000198 20000617
20000311 20000494
20000022 20000391
20000101 20000684
20000140 20000612
20000178 20000904
20000360 20000386
20000084 20000488
20000142 20000658
20000216 20000607
20000271 20000314
20000276 20000658
20000463 20000484
20000114 20000330
20000039 20000156
20000151 20000397
20000137 20000499
20000154 20000668
20000190 20000325
20000269 20000618
20000324 20000325
20000093 20000392
20000131 20000684
20000172 20000685
20000225 20000319
20000304 20000612
20000419 20000562
20000037 20000268
20000042 20000612
20000303 20000387
20000031 20000453
20000380 20000607
20000545 20000674
20000619 20000623
20000129 20000207
20000280 20000376
20000005 20000171
20000051 20000516
20000010 20000515
20000161 20000684
20000334 20000612
20000540 20000680
20000199 20000387
20000123 20000577
20000525 20000557
20000157 20000161
20000310 20000403
20000616 20000675
20000308 20000330
20000387 20000623
20000065 20000572
20000008 20000038
20000120 20000279
20000252 20000398
20000159 20000207
20000477 20000516
20000669 20000686
20000328 20000393
20000099 20000341
20000046 20000680
20000206 20000403
20000431 20000521
20000384 20000675
20000518 20000675
20000196 20000624
20000435 20000640
20000470 20000634
20000074 20000634
20000129 20000341
20000294 20000408
20000261 20000460
20000486 20000578
20000472 20000680
20000224 20000578
20000279 20000285
20000370 20000403
20000108 20000403
20000180 20000279
20000226 20000624
20000011 20000470
20000045 20000054
20000198 20000296
20000184 20000398
20000349 20000465
20000409 20000516
20000013 20000516
20000467 20000686
20000173 20000239
20000163 20000460
20000254 20000578
20000328 20000527
20000388 20000578
20000039 20000424
20000006 20000476
20000138 20000403
20000003 20000178
20000495 20000640
20000233 20000640
20000307 20000589
20000288 20000347
20000040 20000245
20000480 20000517
20000356 20000481
20000015 20000188
20000548 20000651
20000281 20000307
20000492 20000527
20000395 20000594
20000021 20000353
20000071 20000470
20000314 20000605
20000386 20000481
20000239 20000431
20000297 20000409
20000027 20000548
20000101 20000497
20000054 20000651
20000177 20000492
20000163 20000594
20000268 20000610
20000006 20000610
20000201 20000297
20000344 20000605
20000325 20000363
20000077 20000261
20000104 20000364
20000360 20000549
20000057 20000548
20000131 20000497
20000554 20000600
20000153 20000256
20000480 20000651
20000095 20000251
20000207 20000492
20000473 20000611
20000137 20000662
20000448 20000554
20000010 20000328
20000089 20000621
20000015 20000672
20000450 20000600
20000188 20000600
20000353 20000667
20000031 20000616
20000007 20000030
20000503 20000611
20000279 20000903
20000406 20000678
20000005 20000334
20000387 20000436
20000142 20000605
20000045 20000672
20000067 20000431
20000022 20000688
20000393 20000601
20000517 20000667
20000195 20000616
20000231 20000273
20000612 20000904
20000206 20000216
20000285 20000509
20000271 20000611
20000345 20000560
20000309 20000903
20000570 20000678
20000058 20000503
20000171 20000380
20000021 20000621
20000129 20000154
20000222 20000345
20000547 20000667
20000588 20000668
20000261 20000273
20000359 20000616
20000400 20000617
20000037 20000565
20000321 20000324
20000565 20000684
20000197 20000288
20000224 20000391
20000303 20000684
20000108 20000216
20000600 20000678
20000199 20000334
20000352 20000576
20000338 20000678
20000391 20000504
20000005 20000468
20000007 20000514
20000430 20000617
20000067 20000565
20000215 20000463
20000083 20000509
20000456 20000525
20000648 20000695
20000154 20000160
20000233 20000453
20000040 20000058
20000136 20000520
20000196 20000571
20000020 20000345
20000171 20000514
20000245 20000463
20000363 20000684
20000017 20000047
20000018 20000649
20000051 20000597
20000021 20000166
20000486 20000525
20000224 20000525
20000678 20000695
20000166 20000520
20000589 20000623
20000047 20000074
20000050 20000345
20000198 20000243
20000184 20000345
20000242 20000515
20000027 20000361
20000054 20000464
20000351 20000458
20000084 20000114
20000180 20000576
20000254 20000525
20000006 20000423
20000231 20000541
20000022 20000367
20000360 20000362
20000057 20000361
20000230 20000289
20000186 20000367
20000161 20000310
20000026 20000085
20000012 20000187
20000146 20000187
20000297 20000356
20000376 20000649
20000332 20000542
20000235 20000609
20000216 20000367
20000273 20000901
20000482 20000486
20000119 20000434
20000195 20000429
20000360 20000496
20000346 20000598
20000494 20000496
20000024 20000547
20000120 20000255
20000271 20000424
20000345 20000373
20000496 20000542
20000095 20000198
20000100 20000542
20000114 20000440
20000036 20000557
20000640 20000671
20000359 20000429
20000015 20000619
20000051 20000276
20000111 20000327
20000326 20000481
20000109 20000254
20000017 20000665
20000012 20000321
20000030 20000338
20000327 20000332
20000280 20000486
20000005 20000281
20000027 20000040
20000013 20000142
20000092 20000435
20000197 20000451
20000109 20000604
20000389 20000429
20000012 20000671
20000542 20000671
20000081 20000276
20000146 20000671
20000333 20000497
20000393 20000548
20000066 20000153
20000157 20000271
20000065 20000682
20000409 20000492
20000120 20000389
20000060 20000338
20000384 20000435
20000114 20000574
20000136 20000333
20000039 20000400
20000099 20000451
20000572 20000671
20000171 20000327
20000245 20000276
20000002 20000518
20000153 20000687
20000187 20000271
20000192 20000615
20000051 20000410
20000095 20000682
20000625 20000682
20000229 20000682
20000199 20000281
20000245 20000626
20000226 20000384
20000492 20000503
20000129 20000451
20000242 20000328
20000395 20000570
20000486 20000688
20000620 20000688
20000205 20000446
20000081 20000410
20000108 20000513
20000446 20000508
20000105 20000215
20000184 20000508
20000423 20000524
20000046 20000574
20000156 20000180
20000398 20000467
20000136 20000467
20000196 20000518
20000309 20000395
20000042 20000051
20000272 20000513
20000381 20000648
20000362 20000406
20000453 20000524
20000112 20000231
20000356 20000591
20000342 20000693
20000075 20000349
20000226 20000518
20000256 20000360
20000167 20000288
20000279 20000529
20000009 20000668
20000392 20000406
20000161 20000473
20000268 20000370
20000085 20000663
20000386 20000591
20000372 20000693
20000520 20000591
20000119 20000247
20000289 20000658
20000423 20000658
20000330 20000467
20000027 20000658
20000156 20000314
20000195 20000242
20000136 20000601
20000172 20000258
20000158 20000360
20000309 20000529
20000001 20000376
20000179 20000648
20000426 20000525
20000189 20000612
20000156 20000664
20000151 20000320
20000058 20000129
20000288 20000591
20000131 20000607
20000225 20000242
20000051 20000089
20000111 20000140
20000166 20000601
20000267 20000653
20000026 20000032
20000605 20000648
20000343 20000648
20000186 20000664
20000502 20000900
20000557 20000607
20000161 20000607
20000598 20000608
20000334 20000535
20000007 20000140
20000081 20000089
20000198 20000674
20000119 20000381
20000297 20000653
20000123 20000500
20000140 20000669
20000577 20000670
20000310 20000326
20000360 20000443
20000327 20000495
20000216 20000664
20000653 20000665
20000364 20000562
20000463 20000541
20000248 20000387
20000008 20000900
20000151 20000454
20000665 20000675
20000269 20000675
20000002 20000331
20000148 20000156
20000304 20000669
20000345 20000670
20000419 20000619
20000037 20000325
20000004 20000377
20000243 20000393
20000014 20000341
20000380 20000664
20000017 20000612
20000113 20000320
20000319 20000388
20000410 20000506
20000434 20000900
20000032 20000331
20000331 20000398
20000009 20000347
20000334 20000669
20000408 20000618
20000067 20000325
20000108 20000326
20000146 20000618
20000160 20000516
20000273 20000393
20000011 20000393
20000310 20000460
20000649 20000680
20000184 20000321
20000005 20000578
20000387 20000680
20000060 20000285
20000046 20000387
20000560 20000608
20000285 20000403
20000252 20000455
20000463 20000675
20000114 20000521
20000100 20000623
20000136 20000280
20000067 20000675
20000201 20000675
20000196 20000331
20000217 20000619
20000041 20000393
20000120 20000686
20000192 20000562
20000342 20000506
20000053 20000403
20000015 20000111
20000020 20000455
20000171 20000624
20000166 20000280
20000305 20000624
20000267 20000332
20000391 20000398
20000050 20000105
20000222 20000589
20000294 20000465
20000395 20000517
20000032 20000465
20000546 20000686
20000370 20000460
20000048 20000409
20000108 20000460
20000199 20000578
20000273 20000527
20000372 20000506
20000198 20000353
20000597 20000624
20000541 20000692
20000173 20000296
20000233 20000347
20000576 20000686
20000041 20000527
20000077 20000184
20000003 20000235
20000137 20000235
20000206 20000594
20000381 20000595
20000038 20000229
20000480 20000574
20000020 20000589
20000455 20000517
20000031 20000189
20000256 20000307
20000395 20000651
20000071 20000527
20000260 20000426
20000167 20000235
20000010 20000251
20000142 20000178
20000314 20000662
20000160 20000195
20000239 20000488
20000198 20000487
20000184 20000589
20000289 20000605
20000311 20000364
20000027 20000605
20000101 20000554
20000140 20000482
20000024 20000307
20000046 20000066
20000006 20000667
20000179 20000595
20000060 20000903
20000101 20000904
20000426 20000472
20000022 20000611
20000156 20000611
20000269 20000488
20000360 20000606
20000131 20000554
20000345 20000483
20000419 20000432
20000042 20000482
20000037 20000138
20000570 20000601
20000128 20000256
20000267 20000600
20000014 20000154
20000036 20000667
20000343 20000595
20000508 20000662
20000332 20000436
20000005 20000041
20000089 20000678
20000450 20000657
20000524 20000606
20000161 20000554
20000109 20000364
20000625 20000658
20000235 20000503
20000334 20000482
20000408 20000431
20000086 20000380
20000146 20000431
20000600 20000601
20000297 20000600
20000338 20000601
20000011 20000206
20000503 20000668
20000577 20000617
20000140 20000616
20000557 20000904
20000161 20000904
20000579 20000663
20000142 20000662
20000252 20000268
20000331 20000561
20000295 20000904
20000276 20000662
20000119 20000678
20000215 20000386
20000201 20000488
20000393 20000658
20000044 20000504
20000116 20000380
20000190 20000329
20000074 20000154
20000607 20000617
20000114 20000684
20000325 20000904
20000361 20000561
20000347 20000663
20000380 20000611
20000020 20000268
20000021 20000678
20000470 20000504
20000148 20000453
20000602 20000623
20000662 20000674
20000373 20000571
20000247 20000432
20000051 20000520
20000197 20000345
20000296 20000324
20000086 20000514
20000113 20000617
20000108 20000273
20000674 20000684
20000352 20000633
20000391 20000561
20000451 20000612
20000525 20000561
20000184 20000268
20000327 20000576
20000005 20000525
20000065 20000576
20000008 20000042
20000013 20000386
20000101 20000233
20000331 20000695
20000403 20000571
20000007 20000571
20000430 20000674
20000081 20000520
20000328 20000397
20000039 20000294
20000157 20000515
20000138 20000273
20000308 20000684
20000363 20000391
20000154 20000217
20000038 20000042
20000136 20000577
20000383 20000454
20000099 20000695
20000075 20000109
20000507 20000520
20000460 20000674
20000534 20000623
20000171 20000571
20000245 20000520
20000272 20000623
20000036 20000346
20000610 20000618
20000054 20000171
20000472 20000684
20000071 20000340
20000246 20000341
20000397 20000510
20000199 20000525
20000589 20000680
20000129 20000695
20000105 20000109
20000013 20000520
20000101 20000367
20000140 20000295
20000351 20000515
20000024 20000120
20000177 20000362
20000180 20000633
20000276 20000341
20000080 20000429
20000055 20000372
20000022 20000424
20000077 20000131
20000154 20000351
20000381 20000542
20000360 20000419
20000040 20000249
20000480 20000521
20000230 20000346
20000031 20000136
20000261 20000598
20000107 20000131
20000535 20000578
20000260 20000373
20000015 20000542
20000161 20000367
20000109 20000177
20000239 20000435
20000123 20000260
20000140 20000429
20000144 20000548
20000408 20000594
20000542 20000594
20000179 20000542
20000269 20000435
20000217 20000245
20000172 20000502
20000158 20000604
20000230 20000480
20000364 20000672
20000271 20000481
20000004 20000137
20000042 20000429
20000320 20000373
20000380 20000424
20000347 20000476
20000077 20000615
20000058 20000373
20000572 20000594
20000171 20000250
20000453 20000902
20000359 20000486
20000400 20000487
20000051 20000333
20000111 20000384
20000092 20000142
20000109 20000311
20000188 20000604
20000224 20000261
20000303 20000554
20000026 20000276
20000338 20000548
20000011 20000153
20000327 20000389
20000406 20000682
20000010 20000682
20000005 20000338
20000065 20000389
20000331 20000508
20000007 20000384
20000081 20000333
20000160 20000626
20000389 20000486
20000201 20000435
20000521 20000605
20000407 20000503
20000039 20000107
20000080 20000108
20000044 20000451
20000424 20000672
20000116 20000327
20000157 20000328
20000269 20000569
20000310 20000570
20000195 20000620
20000308 20000497
20000060 20000395
20000120 20000446
20000574 20000616
20000285 20000513
20000271 20000615
20000023 20000513
20000004 20000271
20000347 20000610
20000058 20000507
20000151 20000698
20000020 20000215
20000171 20000384
20000245 20000333
20000324 20000626
20000497 20000554
20000588 20000672
20000321 20000328
20000004 20000621
20000037 20000569
20000431 20000688
20000472 20000497
20000303 20000688
20000604 20000616
20000664 20000667
20000053 20000513
20000199 20000338
20000492 20000560
20000616 20000626
20000005 20000472
20000013 20000333
20000467 20000503
20000009 20000591
20000296 20000621
20000007 20000518
20000081 20000467
20000430 20000621
20000108 20000570
20000504 20000570
20000199 20000688
20000254 20000395
20000066 20000344
20000372 20000616
20000083 20000513
20000611 20000632
20000349 20000632
20000060 20000529
20000483 20000632
20000173 20000406
20000307 20000406
20000398 20000524
20000076 20000473
20000499 20000576
20000131 20000180
20000309 20000452
20000039 20000591
20000042 20000108
20000460 20000621
20000363 20000688
20000476 20000565
20000288 20000514
20000362 20000463
20000513 20000632
20000126 20000186
20000356 20000648
20000089 20000304
20000094 20000648
20000050 20000349
20000012 20000057
20000140 20000242
20000392 20000463
20000048 20000653
20000144 20000361
20000276 20000288
20000386 20000648
20000367 20000406
20000520 20000648
20000561 20000649
20000258 20000648
20000003 20000129
20000173 20000540
20000233 20000591
20000136 20000658
20000084 20000468
20000042 20000242
20000286 20000602
20000058 20000186
20000250 20000356
20000362 20000597
20000288 20000648
20000040 20000546
20000021 20000304
20000131 20000664
20000263 20000591
20000051 20000146
20000319 20000900
20000303 20000367
20000026 20000089
20000113 20000243
20000338 20000361
20000260 20000670
20000621 20000649
20000332 20000546
20000280 20000356
20000005 20000151
20000010 20000495
20000392 20000597
20000144 20000495
20000557 20000664
20000081 20000146
20000123 20000557
20000116 20000140
20000083 20000192
20000308 20000310
20000098 20000500
20000249 20000669
20000285 20000326
20000201 20000598
20000325 20000664
20000077 20000562
20000058 20000320
20000040 20000680
20000341 20000608
20000549 20000557
20000148 20000213
20000640 20000675
20000128 20000500
20000014 20000398
20000075 20000085
20000352 20000393
20000107 20000562
20000129 20000321
20000005 20000285
20000013 20000146
20000109 20000608
20000257 20000506
20000012 20000675
20000430 20000434
20000482 20000624
20000086 20000624
20000007 20000331
20000273 20000450
20000424 20000619
20000525 20000671
20000217 20000326
20000310 20000517
20000120 20000393
20000560 20000665
20000159 20000321
20000100 20000680
20000361 20000455
20000094 20000111
20000250 20000624
20000074 20000398
20000288 20000327
20000095 20000686
20000229 20000686
20000053 20000460
20000608 20000682
20000166 20000337
20000226 20000388
20000267 20000389
20000391 20000455
20000129 20000455
20000321 20000625
20000027 20000178
20000073 20000523
20000071 20000450
20000620 20000692
20000197 20000589
20000224 20000692
20000585 20000671
20000370 20000517
20000007 20000465
20000108 20000517
20000144 20000174
20000295 20000343
20000597 20000681
20000330 20000337
20000297 20000389
20000156 20000184
20000159 20000455
20000351 20000625
20000098 20000179
20000177 20000472
20000158 20000230
20000084 20000281
